timesteps,wall_time,num_episodes,max_episode_rewards,mean_episode_rewards,min_episode_rewards,max_episode_len,mean_episode_len,min_episode_len,loss_pi_loss,loss_v_loss,loss_entropy_loss
16384.0,12.133706092834473,186.0,5.0,1.1749999523162842,0.0,131.0,65.2,25.0,-0.001366965346581613,0.8639774111409982,2.707259347041448
32768.0,19.50477623939514,382.0,9.0,1.7000000476837158,0.0,181.0,85.05,21.0,-0.0024568962204890945,0.18881611650188765,2.695716599623362
49152.0,26.85450267791748,564.0,9.0,2.0999999046325684,0.0,189.0,85.4,36.0,-0.0024568962204890945,0.18881611650188765,2.6820003588994346
65536.0,34.15327548980713,750.0,7.0,1.850000023841858,0.0,155.0,89.7,42.0,-0.0024568962204890945,0.18881611650188765,2.6544337471326194
81920.0,41.49433875083923,924.0,8.0,2.375,0.0,186.0,95.5,37.0,-0.002595469879452139,0.18881611650188765,2.6189830601215363
98304.0,48.79036092758179,1105.0,8.0,2.200000047683716,0.0,151.0,90.1,32.0,-0.002595469879452139,0.1595741230994463,2.6083892484505973
114688.0,56.16175699234009,1278.0,11.0,2.125,0.0,181.0,86.7,39.0,-0.002687116192343334,0.1595741230994463,2.5835903882980347
131072.0,63.46786975860596,1450.0,11.0,2.950000047683716,0.0,177.0,91.55,32.0,-0.003797071500836561,0.1595741230994463,2.558962802092234
147456.0,70.81605052947998,1626.0,13.0,2.5250000953674316,0.0,224.0,91.35,40.0,-0.003797071500836561,0.1595741230994463,2.510362575451533
163840.0,78.14731764793396,1794.0,12.0,2.4000000953674316,0.0,224.0,95.325,31.0,-0.003797071500836561,0.1595741230994463,2.510362575451533
180224.0,85.5082483291626,1966.0,11.0,3.825000047683716,0.0,193.0,97.5,33.0,-0.003797071500836561,0.1595741230994463,2.4990960359573364
196608.0,92.8531129360199,2139.0,13.0,2.9749999046325684,0.0,217.0,100.525,42.0,-0.003797071500836561,0.1595741230994463,2.4944033324718475
212992.0,100.21884274482727,2298.0,15.0,3.200000047683716,0.0,284.0,104.4,37.0,-0.0038914686107697585,0.1595741230994463,2.4944033324718475
229376.0,107.55246567726135,2469.0,16.0,2.9749999046325684,0.0,286.0,107.05,25.0,-0.0038914686107697585,0.1595741230994463,2.4944033324718475
245760.0,114.93737030029297,2631.0,17.0,3.5250000953674316,0.0,190.0,97.025,34.0,-0.004645546490792185,0.1595741230994463,2.493326425552368
262144.0,122.3305344581604,2793.0,15.0,3.049999952316284,0.0,240.0,98.7,36.0,-0.004645546490792185,0.1595741230994463,2.4551888008912406
278528.0,129.69158148765564,2957.0,17.0,3.875,0.0,181.0,103.825,59.0,-0.004645546490792185,0.1595741230994463,2.4551888008912406
294912.0,137.03285956382751,3130.0,12.0,3.1500000953674316,0.0,191.0,95.325,31.0,-0.004645546490792185,0.1595741230994463,2.4434687296549478
311296.0,144.4146614074707,3294.0,9.0,2.5999999046325684,0.0,178.0,96.85,47.0,-0.004645546490792185,0.1595741230994463,2.4316986997922263
327680.0,151.77803659439087,3459.0,9.0,2.7750000953674316,0.0,181.0,96.3,57.0,-0.004665694548748434,0.15581674998005232,2.4316986997922263
344064.0,159.13963890075684,3617.0,14.0,3.375,0.0,197.0,102.225,51.0,-0.004665694548748434,0.15581674998005232,2.4316986997922263
360448.0,166.47748136520386,3777.0,16.0,3.2750000953674316,0.0,218.0,95.9,23.0,-0.004665694548748434,0.15581674998005232,2.4316986997922263
376832.0,173.76696681976318,3942.0,13.0,3.674999952316284,0.0,192.0,99.275,18.0,-0.00502613252804925,0.15581674998005232,2.4316986997922263
393216.0,181.10154128074646,4095.0,18.0,4.224999904632568,0.0,285.0,102.275,42.0,-0.0055842823736990494,0.15581674998005232,2.4316986997922263
409600.0,188.400648355484,4254.0,9.0,3.950000047683716,0.0,215.0,110.15,37.0,-0.0055842823736990494,0.15581674998005232,2.4316986997922263
425984.0,195.74528288841248,4405.0,18.0,3.924999952316284,0.0,241.0,117.775,62.0,-0.0062904432804013295,0.15581674998005232,2.4216469327608743
442368.0,203.05733132362366,4577.0,15.0,3.950000047683716,0.0,198.0,103.075,52.0,-0.007326270647657414,0.15581674998005232,2.415330578883489
458752.0,210.39865684509277,4727.0,15.0,4.275000095367432,0.0,227.0,109.775,28.0,-0.007326270647657414,0.15581674998005232,2.364068110783895
475136.0,217.71320915222168,4885.0,10.0,4.050000190734863,0.0,229.0,104.25,41.0,-0.007326270647657414,0.15581674998005232,2.364068110783895
491520.0,225.114408493042,5037.0,13.0,4.550000190734863,0.0,212.0,111.25,56.0,-0.007326270647657414,0.15581674998005232,2.364068110783895
507904.0,232.40632438659668,5188.0,34.0,4.974999904632568,0.0,305.0,108.825,29.0,-0.007326270647657414,0.15581674998005232,2.3390075961748757
524288.0,239.7285659313202,5326.0,14.0,4.75,0.0,245.0,114.55,54.0,-0.007326270647657414,0.15581674998005232,2.307055632273356
540672.0,247.02389907836914,5467.0,23.0,5.900000095367432,0.0,362.0,130.3,48.0,-0.007326270647657414,0.15581674998005232,2.2801053623358407
557056.0,254.35610365867615,5606.0,19.0,6.224999904632568,1.0,333.0,122.65,52.0,-0.007326270647657414,0.15581674998005232,2.2801053623358407
573440.0,261.6759822368622,5750.0,25.0,5.375,0.0,259.0,108.4,33.0,-0.007326270647657414,0.15581674998005232,2.2801053623358407
589824.0,269.01603388786316,5889.0,19.0,4.949999809265137,0.0,269.0,113.475,58.0,-0.007326270647657414,0.15581674998005232,2.2801053623358407
606208.0,276.31839060783386,6032.0,21.0,4.574999809265137,1.0,261.0,104.475,54.0,-0.008376634718539814,0.15581674998005232,2.2433048089345298
622592.0,283.64545822143555,6172.0,20.0,6.025000095367432,0.0,297.0,121.675,48.0,-0.008376634718539814,0.15581674998005232,2.2433048089345298
638976.0,290.9667010307312,6315.0,13.0,4.625,0.0,190.0,102.975,51.0,-0.008376634718539814,0.15581674998005232,2.2192476987838745
655360.0,298.28566122055054,6457.0,20.0,5.800000190734863,0.0,292.0,112.525,48.0,-0.008376634718539814,0.15581674998005232,2.2042906880378723
671744.0,305.6099662780762,6585.0,26.0,7.525000095367432,0.0,407.0,131.85,39.0,-0.008376634718539814,0.15581674998005232,2.1573159595330558
688128.0,312.9591612815857,6728.0,20.0,7.0,0.0,278.0,127.075,54.0,-0.008376634718539814,0.15581674998005232,2.126670519510905
704512.0,320.28425312042236,6858.0,27.0,6.400000095367432,0.0,262.0,121.0,48.0,-0.008376634718539814,0.15581674998005232,2.126670519510905
720896.0,327.64406085014343,6985.0,26.0,7.675000190734863,0.0,295.0,136.3,56.0,-0.008376634718539814,0.15581674998005232,2.126670519510905
737280.0,334.9548137187958,7109.0,28.0,9.0,1.0,303.0,152.025,63.0,-0.008376634718539814,0.15581674998005232,2.126670519510905
753664.0,342.3198404312134,7242.0,32.0,7.0,0.0,350.0,125.35,52.0,-0.008376634718539814,0.15581674998005232,2.126670519510905
770048.0,349.67634677886963,7373.0,20.0,7.099999904632568,0.0,309.0,130.175,51.0,-0.008376634718539814,0.15581674998005232,2.126670519510905
786432.0,357.04944229125977,7508.0,18.0,7.074999809265137,0.0,250.0,134.25,40.0,-0.008376634718539814,0.15581674998005232,2.126670519510905
802816.0,364.37854504585266,7622.0,32.0,9.074999809265137,0.0,357.0,147.45,46.0,-0.009660433259947846,0.15581674998005232,2.126670519510905
819200.0,371.6826696395874,7744.0,26.0,7.974999904632568,0.0,278.0,129.25,50.0,-0.009660433259947846,0.15581674998005232,2.126670519510905
835584.0,379.04796528816223,7860.0,37.0,8.524999618530273,0.0,372.0,135.875,24.0,-0.009660433259947846,0.15581674998005232,2.1252324680487313
851968.0,386.3738396167755,7971.0,24.0,8.899999618530273,0.0,266.0,136.975,47.0,-0.009660433259947846,0.15581674998005232,2.116357535123825
868352.0,393.72899055480957,8095.0,52.0,8.649999618530273,0.0,468.0,144.675,55.0,-0.009660433259947846,0.15581674998005232,2.101966470479965
884736.0,401.0569155216217,8216.0,36.0,7.199999809265137,0.0,325.0,118.2,44.0,-0.009660433259947846,0.15581674998005232,2.101966470479965
901120.0,408.40808176994324,8344.0,33.0,9.399999618530273,1.0,371.0,139.2,55.0,-0.009660433259947846,0.15581674998005232,2.101966470479965
