timesteps,wall_time,num_episodes,max_episode_rewards,mean_episode_rewards,min_episode_rewards,max_episode_len,mean_episode_len,min_episode_len,loss_pi_loss,loss_v_loss,loss_entropy_loss
16384.0,34.681682109832764,177.0,4.0,0.949999988079071,0.0,125.0,66.125,29.0,-0.0009914265247061849,0.5984109664956728,2.707707107067108
32768.0,42.04078030586243,390.0,6.0,1.149999976158142,0.0,150.0,77.15,29.0,-0.0009914265247061849,0.2064120111366113,2.705594092607498
49152.0,49.32220411300659,593.0,8.0,1.524999976158142,0.0,153.0,85.3,47.0,-0.001953562731311346,0.20118576474487782,2.6971916556358337
65536.0,56.57540035247803,791.0,7.0,1.6749999523162842,0.0,152.0,78.1,35.0,-0.0026880885901240013,0.1958287755648295,2.680922736724218
81920.0,63.878445863723755,985.0,11.0,2.5999999046325684,0.0,187.0,95.225,19.0,-0.0028863594634458423,0.1799735240638256,2.653002838293711
98304.0,71.16051506996155,1169.0,12.0,2.825000047683716,0.0,177.0,94.55,36.0,-0.0028863594634458423,0.1799735240638256,2.6309165954589844
114688.0,78.47839879989624,1357.0,12.0,2.5250000953674316,0.0,163.0,90.5,50.0,-0.0033977534233902893,0.1799735240638256,2.608970900376638
131072.0,85.79396557807922,1539.0,9.0,2.5250000953674316,0.0,240.0,93.225,43.0,-0.00366222407319583,0.1799735240638256,2.590103030204773
147456.0,93.09852623939514,1712.0,21.0,2.924999952316284,0.0,282.0,92.35,37.0,-0.00366222407319583,0.1799735240638256,2.56427001953125
163840.0,100.36810374259949,1889.0,15.0,2.4749999046325684,0.0,211.0,89.3,45.0,-0.00366222407319583,0.1799735240638256,2.54198424021403
180224.0,107.66830444335938,2059.0,7.0,1.975000023841858,0.0,125.0,83.7,52.0,-0.0038313229645912847,0.1799735240638256,2.504067212343216
196608.0,114.95716285705566,2240.0,10.0,2.799999952316284,0.0,146.0,82.475,38.0,-0.0038313229645912847,0.1799735240638256,2.4802250365416207
212992.0,122.27008819580078,2407.0,15.0,3.6500000953674316,0.0,217.0,98.775,43.0,-0.004774215378953765,0.1799735240638256,2.4429421524206796
229376.0,129.6103801727295,2569.0,16.0,3.7750000953674316,0.0,262.0,106.55,29.0,-0.0048977505454483134,0.1799735240638256,2.442674368619919
245760.0,136.9299943447113,2750.0,14.0,2.700000047683716,0.0,228.0,93.6,39.0,-0.005333451379556209,0.1799735240638256,2.442674368619919
262144.0,144.21733140945435,2915.0,14.0,3.5999999046325684,0.0,258.0,96.5,47.0,-0.005908788831826921,0.1799735240638256,2.442674368619919
278528.0,151.52709531784058,3076.0,12.0,3.575000047683716,0.0,216.0,104.95,59.0,-0.005908788831826921,0.1799735240638256,2.442674368619919
294912.0,158.82880401611328,3237.0,9.0,3.75,0.0,191.0,100.5,23.0,-0.00798074530515199,0.1799735240638256,2.4245275954405465
311296.0,166.14487266540527,3406.0,14.0,3.075000047683716,0.0,243.0,98.15,32.0,-0.008804258938956385,0.1799735240638256,2.4044847885767617
327680.0,173.50417733192444,3559.0,20.0,4.300000190734863,0.0,205.0,104.475,40.0,-0.008804258938956385,0.1799735240638256,2.4044847885767617
344064.0,180.79636240005493,3712.0,12.0,4.650000095367432,0.0,240.0,111.0,70.0,-0.008804258938956385,0.1799735240638256,2.398535360892614
360448.0,188.16256141662598,3855.0,22.0,4.625,0.0,273.0,107.9,50.0,-0.008804258938956385,0.1799735240638256,2.3888905743757882
376832.0,195.39783096313477,4000.0,14.0,5.324999809265137,0.0,250.0,122.8,60.0,-0.008804258938956385,0.1799735240638256,2.3524069786071777
393216.0,202.6829776763916,4148.0,15.0,4.599999904632568,0.0,229.0,107.875,38.0,-0.00893353993888013,0.1799735240638256,2.3386029799779258
409600.0,209.96448636054993,4294.0,13.0,3.950000047683716,0.0,202.0,104.475,43.0,-0.00893353993888013,0.1799735240638256,2.3137043913205466
425984.0,217.27993726730347,4429.0,17.0,6.199999809265137,0.0,292.0,119.55,49.0,-0.00893353993888013,0.1799735240638256,2.304724305868149
442368.0,224.52040076255798,4563.0,21.0,5.525000095367432,0.0,222.0,121.475,53.0,-0.00893353993888013,0.1799735240638256,2.298988332351049
458752.0,231.7868959903717,4704.0,21.0,6.349999904632568,0.0,226.0,121.3,51.0,-0.00893353993888013,0.1799735240638256,2.2471642990907035
475136.0,239.03287053108215,4842.0,14.0,6.275000095367432,0.0,237.0,117.225,48.0,-0.00893353993888013,0.1799735240638256,2.2360798915227256
491520.0,246.32787084579468,4976.0,17.0,5.025000095367432,0.0,259.0,110.4,46.0,-0.00893353993888013,0.1799735240638256,2.2360798915227256
507904.0,253.57277822494507,5108.0,29.0,6.324999809265137,0.0,343.0,122.4,59.0,-0.00893353993888013,0.1799735240638256,2.2360798915227256
524288.0,260.849240064621,5227.0,30.0,8.949999809265137,0.0,329.0,150.275,46.0,-0.00893353993888013,0.1799735240638256,2.2360798915227256
540672.0,268.0992579460144,5354.0,17.0,6.175000190734863,0.0,192.0,119.825,54.0,-0.00893353993888013,0.1799735240638256,2.2360798915227256
557056.0,275.37603783607483,5482.0,23.0,5.775000095367432,0.0,365.0,123.125,51.0,-0.009185314605322977,0.1799735240638256,2.1922268768151603
573440.0,282.6750066280365,5607.0,23.0,5.5,0.0,298.0,113.75,47.0,-0.009896770003251731,0.1799735240638256,2.1683778762817383
589824.0,290.00182032585144,5715.0,27.0,8.949999809265137,0.0,298.0,136.225,53.0,-0.009896770003251731,0.1799735240638256,2.155134290456772
606208.0,297.25625705718994,5838.0,30.0,8.774999618530273,1.0,388.0,150.825,43.0,-0.009896770003251731,0.1799735240638256,2.143234590689341
622592.0,304.56283044815063,5951.0,21.0,5.824999809265137,0.0,265.0,126.9,56.0,-0.009896770003251731,0.1799735240638256,2.122644533713659
638976.0,311.8563446998596,6075.0,30.0,8.649999618530273,1.0,315.0,148.125,60.0,-0.009896770003251731,0.1799735240638256,2.122644533713659
655360.0,319.1551263332367,6186.0,29.0,8.5,1.0,354.0,138.125,50.0,-0.009896770003251731,0.1799735240638256,2.122644533713659
671744.0,326.4455728530884,6294.0,37.0,8.149999618530273,0.0,315.0,133.75,70.0,-0.009896770003251731,0.1799735240638256,2.120989422003428
688128.0,333.7252016067505,6394.0,50.0,10.475000381469727,1.0,575.0,165.825,65.0,-0.009896770003251731,0.1799735240638256,2.120989422003428
704512.0,340.9665367603302,6509.0,31.0,9.375,1.0,417.0,144.6,58.0,-0.009896770003251731,0.1799735240638256,2.120989422003428
720896.0,348.242404460907,6617.0,30.0,9.350000381469727,0.0,315.0,144.975,59.0,-0.009896770003251731,0.1799735240638256,2.120989422003428
737280.0,355.48881363868713,6723.0,46.0,10.800000190734863,0.0,465.0,153.1,60.0,-0.009896770003251731,0.1799735240638256,2.120989422003428
753664.0,362.7756311893463,6832.0,43.0,8.725000381469727,1.0,402.0,129.575,46.0,-0.009896770003251731,0.1799735240638256,2.120989422003428
770048.0,370.04577231407166,6941.0,31.0,10.350000381469727,0.0,363.0,154.7,60.0,-0.009896770003251731,0.1799735240638256,2.120989422003428
786432.0,377.2939648628235,7042.0,27.0,10.774999618530273,3.0,459.0,156.15,61.0,-0.009896770003251731,0.1799735240638256,2.104894677797953
802816.0,384.5806534290314,7146.0,47.0,10.199999809265137,0.0,467.0,161.175,61.0,-0.009896770003251731,0.1799735240638256,2.104894677797953
819200.0,391.82999539375305,7243.0,37.0,12.975000381469727,1.0,539.0,177.775,68.0,-0.010980233045605322,0.1799735240638256,2.08119789759318
835584.0,399.11352491378784,7353.0,50.0,9.274999618530273,0.0,527.0,153.55,63.0,-0.010980233045605322,0.1799735240638256,2.08119789759318
851968.0,406.38414001464844,7448.0,32.0,11.375,1.0,398.0,163.6,60.0,-0.010980233045605322,0.1799735240638256,2.029915620883306
868352.0,413.68040227890015,7556.0,37.0,12.074999809265137,0.0,462.0,172.65,63.0,-0.010980233045605322,0.1799735240638256,2.029915620883306
884736.0,420.9350836277008,7657.0,53.0,11.625,3.0,517.0,154.4,65.0,-0.010980233045605322,0.1799735240638256,2.0104172776142755
901120.0,428.21724104881287,7748.0,39.0,10.875,0.0,405.0,153.925,53.0,-0.010980233045605322,0.1799735240638256,2.0098333408435187
917504.0,435.4811701774597,7847.0,28.0,10.324999809265137,1.0,327.0,156.625,62.0,-0.010980233045605322,0.1799735240638256,1.9827143798271816
933888.0,442.8079710006714,7931.0,46.0,14.225000381469727,1.0,456.0,190.125,58.0,-0.010980233045605322,0.1799735240638256,1.973699226975441
950272.0,450.0750527381897,8022.0,34.0,11.774999618530273,2.0,453.0,165.625,57.0,-0.010980233045605322,0.1799735240638256,1.973699226975441
966656.0,457.3759877681732,8110.0,36.0,12.975000381469727,0.0,531.0,186.375,51.0,-0.010980233045605322,0.1799735240638256,1.973699226975441
983040.0,464.624972820282,8209.0,26.0,13.574999809265137,3.0,348.0,177.225,81.0,-0.013048291303372631,0.1799735240638256,1.973699226975441
999424.0,471.9023690223694,8288.0,34.0,11.75,0.0,427.0,160.85,53.0,-0.013048291303372631,0.1799735240638256,1.9724744409322739
1015808.0,479.147008895874,8379.0,48.0,13.375,2.0,428.0,171.95,65.0,-0.013048291303372631,0.1799735240638256,1.9724744409322739
1032192.0,486.47296667099,8474.0,41.0,11.699999809265137,1.0,505.0,167.5,79.0,-0.013048291303372631,0.1799735240638256,1.9724744409322739
1048576.0,493.7777318954468,8549.0,57.0,15.050000190734863,1.0,572.0,203.0,56.0,-0.013048291303372631,0.1799735240638256,1.9651789367198944
1064960.0,501.0715425014496,8629.0,64.0,18.225000381469727,2.0,573.0,224.575,69.0,-0.013048291303372631,0.1799735240638256,1.9651789367198944
1081344.0,508.32104682922363,8711.0,54.0,17.325000762939453,1.0,573.0,223.25,57.0,-0.013048291303372631,0.1799735240638256,1.9651789367198944
1097728.0,515.6302464008331,8788.0,59.0,17.325000762939453,2.0,571.0,213.625,56.0,-0.013048291303372631,0.1799735240638256,1.9651789367198944
1114112.0,522.9194948673248,8863.0,57.0,15.699999809265137,0.0,551.0,194.075,56.0,-0.013048291303372631,0.1799735240638256,1.9651789367198944
1130496.0,530.2364308834076,8942.0,55.0,17.174999237060547,3.0,572.0,214.025,65.0,-0.013048291303372631,0.1799735240638256,1.9651789367198944
1146880.0,537.489187002182,9005.0,44.0,17.174999237060547,1.0,466.0,221.475,66.0,-0.013048291303372631,0.1799735240638256,1.9651789367198944
1163264.0,544.8271675109863,9084.0,57.0,19.875,1.0,574.0,246.475,67.0,-0.013048291303372631,0.1799735240638256,1.9651789367198944
1179648.0,552.0756931304932,9162.0,36.0,16.399999618530273,2.0,421.0,210.85,72.0,-0.013048291303372631,0.1799735240638256,1.9651789367198944
